Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,JINDALSTEL.NS,JSWSTEEL.NS,RATNAMANI.NS,SAIL.NS,TATASTEEL.NS,JINDALSTEL.NS,JSWSTEEL.NS,RATNAMANI.NS,SAIL.NS,TATASTEEL.NS,JINDALSTEL.NS,JSWSTEEL.NS,RATNAMANI.NS,SAIL.NS,TATASTEEL.NS,JINDALSTEL.NS,JSWSTEEL.NS,RATNAMANI.NS,SAIL.NS,TATASTEEL.NS,JINDALSTEL.NS,JSWSTEEL.NS,RATNAMANI.NS,SAIL.NS,TATASTEEL.NS,JINDALSTEL.NS,JSWSTEEL.NS,RATNAMANI.NS,SAIL.NS,TATASTEEL.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,628.89111328125,81.07376861572266,55.89604568481445,158.83706665039062,37.1688346862793,645.5999755859375,96.0,66.96666717529297,215.85000610351562,53.31990432739258,673.9000244140625,104.99500274658203,72.0999984741211,223.8000030517578,57.70725631713867,641.0999755859375,94.82499694824219,66.33333587646484,214.14999389648438,52.71015548706055,669.7000122070312,103.0,70.66666412353516,223.4499969482422,57.15467071533203,3881267,22521880,130642.0,49250410,114462197
2010-01-28,632.9823608398438,83.5904312133789,56.53596496582031,161.11822509765625,38.87900161743164,649.7999877929688,98.9800033569336,67.73332977294922,218.9499969482422,55.77320098876953,659.75,99.79000091552734,69.43333435058594,226.4499969482422,56.154296875,645.1500244140625,96.79000091552734,67.33333587646484,218.0500030517578,53.829620361328125,649.9000244140625,97.5,67.33333587646484,219.89999389648438,53.92489242553711,4552935,22879180,113395.0,43688460,132070852
2010-01-29,611.6978759765625,83.22731018066406,56.174278259277344,157.84364318847656,37.796451568603516,627.9500122070312,98.55000305175781,67.30000305175781,214.5,54.22024154663086,645.0,99.80000305175781,68.33333587646484,218.0,55.35399627685547,616.9000244140625,93.0,64.0,208.25,52.56248092651367,641.1500244140625,98.0,64.0999984741211,218.0,55.06817626953125,4384029,20036750,251176.0,36536205,121650868
2010-02-01,636.8787841796875,84.08447265625,56.70290756225586,158.28846740722656,38.51041030883789,653.7999877929688,99.56500244140625,67.93333435058594,213.5,55.24443435668945,663.0,100.94999694824219,69.5,215.3000030517578,55.71603775024414,620.0,96.01000213623047,67.4000015258789,208.10000610351562,53.15793991088867,623.2999877929688,96.55000305175781,68.0,213.5,53.35325241088867,3886417,17841780,88695.0,37478210,72603684
2010-02-02,617.299072265625,82.29409790039062,57.23154067993164,155.211669921875,38.07539367675781,633.7000122070312,97.44499969482422,68.56666564941406,209.35000610351562,54.620391845703125,664.0999755859375,102.87999725341797,71.63333129882812,217.85000610351562,56.64971923828125,630.0,96.80999755859375,68.03333282470703,208.0500030517578,54.367916107177734,660.0,100.69999694824219,70.93333435058594,215.9499969482422,55.73509216308594,2061548,18067950,164656.0,36717890,96492646
2010-02-03,627.6734008789062,89.16426086425781,59.93035888671875,162.66268920898438,39.87522506713867,644.3499755859375,105.58000183105469,71.80000305175781,219.39999389648438,57.202308654785156,651.5,106.18000030517578,72.33333587646484,220.85000610351562,57.50718307495117,635.0,98.5,69.06666564941406,211.6999969482422,54.98242950439453,640.0,98.94999694824219,70.0,213.0,55.06817626953125,2498241,26435940,211827.0,40421685,94742656
2010-02-04,616.6172485351562,86.39000701904297,58.34444808959961,157.732421875,38.36762237548828,633.0,102.29499816894531,69.9000015258789,212.75,55.03959655761719,643.5,105.38500213623047,71.33333587646484,220.25,56.783103942871094,628.7999877929688,101.76499938964844,69.0,211.5,54.68708419799805,642.0,104.80000305175781,71.19999694824219,219.89999389648438,56.783103942871094,1751170,18955880,49192.0,32444805,73042031
2010-02-05,593.189697265625,81.51292419433594,58.038394927978516,150.83741760253906,36.541221618652344,608.9500122070312,96.5199966430664,69.53333282470703,203.4499969482422,52.4195671081543,624.8499755859375,99.0,70.0,208.8000030517578,53.49616241455078,605.0,93.86500549316406,65.4000015258789,201.0500030517578,51.447776794433594,624.8499755859375,97.11000061035156,65.46666717529297,206.0,51.447776794433594,3149818,23101980,139548.0,30853900,92254675
2010-02-08,594.5534057617188,83.04148864746094,57.12025451660156,151.50466918945312,35.45533752441406,610.3499755859375,98.33000183105469,68.43333435058594,204.35000610351562,50.86184310913086,625.0,101.79000091552734,70.53333282470703,208.64999389648438,53.915367126464844,600.0,94.82499694824219,68.0,197.5,50.314022064208984,615.25,99.0,69.96666717529297,208.0,52.400516510009766,1991497,35499970,46540.0,38842860,149715255
2010-02-09,588.6599731445312,83.32862854003906,56.95330810546875,154.24783325195312,35.435420989990234,604.2999877929688,98.66999816894531,68.23332977294922,208.0500030517578,50.8332633972168,615.0,99.66000366210938,69.53333282470703,213.39999389648438,51.657379150390625,602.0999755859375,97.0,68.0,205.0,50.49504089355469,610.0,97.80000305175781,68.06666564941406,205.0,50.59031677246094,2641949,20933380,26316.0,40759035,77117827
2010-02-10,586.9552612304688,81.11599731445312,55.97951126098633,150.39259338378906,34.698219299316406,602.5499877929688,96.05000305175781,67.06666564941406,202.85000610351562,49.775726318359375,616.9000244140625,101.0,70.0,213.85000610351562,51.895565032958984,600.0499877929688,95.2249984741211,66.66666412353516,201.8000030517578,49.47561264038086,612.2999877929688,99.5,69.33333587646484,213.85000610351562,51.06668472290039,1984673,20592740,44568.0,45751585,72714050
2010-02-11,600.5442504882812,83.32862854003906,55.784759521484375,152.5055389404297,35.46198272705078,616.5,98.66999816894531,66.83333587646484,205.6999969482422,50.87137222290039,619.0,99.39500427246094,68.66666412353516,207.89999389648438,51.29057693481445,605.0,96.91000366210938,66.43333435058594,204.5,50.0043830871582,605.0,96.91000366210938,67.33333587646484,204.5,50.0043830871582,2099735,13797740,48054.0,23530330,67435025
2010-02-15,618.078369140625,85.41459655761719,55.47869873046875,150.09600830078125,35.857147216796875,634.5,101.13999938964844,66.46666717529297,202.4499969482422,51.43825149536133,637.4000244140625,101.5,68.0,207.0,51.87651062011719,612.4500122070312,98.02999877929688,65.33333587646484,200.0,50.55220413208008,620.0,99.16999816894531,67.96666717529297,206.5,51.2095947265625,2487232,16940830,73237.0,25327285,76216833
2010-02-16,617.6399536132812,86.3604507446289,55.50651931762695,153.2098846435547,36.53458023071289,634.0499877929688,102.26000213623047,66.5,206.64999389648438,52.41004180908203,641.5,102.56999969482422,67.19999694824219,207.89999389648438,52.591060638427734,626.4500122070312,100.51000213623047,65.06666564941406,202.6999969482422,51.45254135131836,638.0,101.55000305175781,66.66666412353516,203.4499969482422,51.63832473754883,2020068,13422690,54223.0,17619975,67436264
2010-02-17,618.9551391601562,89.75540924072266,56.8141975402832,158.02896118164062,38.809268951416016,635.4000244140625,106.27999877929688,68.06666564941406,213.14999389648438,55.67316436767578,646.75,107.5,68.53333282470703,214.9499969482422,55.85894775390625,632.0,103.0999984741211,66.73332977294922,208.0,51.93367385864258,637.0,103.5999984741211,67.30000305175781,208.0,51.93367385864258,2077342,17315430,87603.0,33512995,100638356
2010-02-18,605.1712646484375,89.58650207519531,56.67508316040039,158.1031494140625,38.33108139038086,621.25,106.08000183105469,67.9000015258789,213.25,54.9871940612793,649.0,107.30000305175781,70.0,214.0,55.92564010620117,615.7000122070312,102.8949966430664,66.73332977294922,209.1999969482422,54.315513610839844,639.9000244140625,107.30000305175781,67.66666412353516,213.25,55.63982009887695,2464395,16618460,213886.0,19098460,51247268
2010-02-19,592.6538696289062,86.30133819580078,55.36741256713867,153.840087890625,37.241886138916016,608.4000244140625,102.19000244140625,66.33333587646484,207.5,53.424705505371094,616.0,105.0,67.26666259765625,211.64999389648438,54.534645080566406,602.4500122070312,101.26499938964844,66.0,203.5,53.02455520629883,614.2000122070312,104.5,67.0,211.64999389648438,54.115440368652344,1588008,16444470,38839.0,29008600,79509359
2010-02-22,601.713134765625,86.91360473632812,55.423057556152344,155.43409729003906,38.03886795043945,617.7000122070312,102.91500091552734,66.4000015258789,209.64999389648438,54.567989349365234,624.7000122070312,113.5999984741211,67.86666870117188,213.25,55.29683303833008,612.8499755859375,102.2300033569336,66.03333282470703,208.64999389648438,54.02016830444336,615.0999755859375,106.5,67.13333129882812,209.25,54.115440368652344,1676023,12798310,38728.0,18929120,60442820
2010-02-23,601.4210205078125,88.9826889038086,54.05974197387695,153.840087890625,38.22151184082031,617.4000244140625,105.36499786376953,64.76666259765625,207.5,54.829994201660156,621.6500244140625,105.9000015258789,66.5999984741211,211.39999389648438,55.29683303833008,611.25,102.0999984741211,64.66666412353516,206.6999969482422,53.83914566040039,611.25,102.0999984741211,65.4000015258789,209.0,54.029693603515625,1316209,19814540,38406.0,19202200,59777684
2010-02-24,605.7069702148438,91.02642059326172,53.53110122680664,154.50733947753906,37.67690658569336,621.7999877929688,107.78500366210938,64.13333129882812,208.39999389648438,54.04874801635742,623.9000244140625,108.19999694824219,65.5999984741211,209.89999389648438,54.763301849365234,610.0,103.5,64.0,204.5,53.691471099853516,618.0,105.30000305175781,64.76666259765625,207.0,54.49653625488281,1238055,21990350,31720.0,17781455,54013803
2010-02-25,609.9443969726562,91.65980529785156,53.33634567260742,157.472900390625,37.80641555786133,626.1500244140625,108.53500366210938,63.900001525878906,212.39999389648438,54.23453140258789,631.7000122070312,109.01000213623047,64.66666412353516,213.5,54.68708419799805,619.0,107.12000274658203,63.666664123535156,207.0,53.35801315307617,624.5999755859375,108.9000015258789,64.16666412353516,208.6999969482422,54.21071243286133,2957707,18206010,22059.0,25022345,45827281
2010-02-26,616.0327758789062,90.39302062988281,54.33795928955078,161.9954376220703,38.14513397216797,632.4000244140625,107.03500366210938,65.0999984741211,218.5,54.720428466796875,645.0,110.9000015258789,66.0,222.3000030517578,56.43059158325195,623.0,105.55000305175781,63.33333206176758,211.0,53.734344482421875,623.0,107.0,63.83333206176758,211.0,54.30598831176758,2837537,16913510,28323.0,36498250,57457137
2010-03-02,635.0767822265625,93.97379302978516,54.81095504760742,166.74037170410156,40.43974685668945,651.9500122070312,111.2750015258789,65.66666412353516,224.89999389648438,58.01213455200195,653.7999877929688,111.79000091552734,66.66666412353516,225.6999969482422,58.18838882446289,635.4000244140625,108.5,65.33333587646484,218.75,55.368289947509766,640.0,109.5,66.0,220.0,55.368289947509766,2234614,15365490,28804.0,25663810,70037812
2010-03-03,660.0140991210938,96.84515380859375,55.311763763427734,168.0007781982422,40.39325714111328,677.5499877929688,114.67500305175781,66.26666259765625,226.60000610351562,57.94544219970703,684.5,115.23999786376953,67.33333587646484,229.8000030517578,58.81243133544922,640.0,110.0,66.0,225.10000610351562,57.573875427246094,643.0,111.19999694824219,66.0,225.39999389648438,58.11693572998047,2664921,17467930,50250.0,25715695,65223764
2010-03-04,660.9396362304688,97.93881225585938,56.70290756225586,175.71131896972656,41.01422882080078,678.5,115.97000122070312,67.93333435058594,237.0,58.83625030517578,684.2000122070312,116.9800033569336,69.13333129882812,237.60000610351562,59.126834869384766,668.5999755859375,113.69999694824219,66.19999694824219,223.10000610351562,57.45954513549805,678.7999877929688,114.87000274658203,66.19999694824219,226.60000610351562,58.11693572998047,1754785,16178760,148317.0,40483280,76708795
2010-03-05,678.425048828125,101.01284790039062,56.174278259277344,173.85781860351562,41.05076217651367,696.4500122070312,119.61000061035156,67.30000305175781,234.5,58.88865280151367,701.0,120.4000015258789,68.66666412353516,238.89999389648438,59.78422546386719,683.0,116.69000244140625,66.83333587646484,232.4499969482422,58.688575744628906,683.25,116.69000244140625,67.66666412353516,238.85000610351562,59.069671630859375,3629060,21684150,45471.0,24742215,48593292
2010-03-08,679.3504638671875,101.56602478027344,56.28556442260742,176.45269775390625,41.293174743652344,697.4000244140625,120.26499938964844,67.43333435058594,238.0,59.23640060424805,707.4000244140625,123.13999938964844,68.66666412353516,239.8000030517578,59.83185958862305,690.8499755859375,118.11000061035156,67.26666259765625,233.60000610351562,58.760032653808594,702.9000244140625,121.50499725341797,67.33333587646484,236.5,59.41741943359375,1769128,16902940,53230.0,25894215,45969692
2010-03-09,670.92431640625,100.78484344482422,56.06297302246094,173.26467895507812,40.82494354248047,688.75,119.33999633789062,67.16666412353516,233.6999969482422,58.564720153808594,698.9500122070312,121.0,68.0,238.0500030517578,59.29356384277344,686.0999755859375,118.51000213623047,66.83333587646484,233.0,58.21220779418945,693.0,121.0,67.66666412353516,238.0500030517578,59.069671630859375,1494850,11360700,28642.0,11396840,39470151
2010-03-10,664.6898803710938,98.85932159423828,55.72909927368164,173.41299438476562,40.65892028808594,682.3499755859375,117.05999755859375,66.76666259765625,233.89999389648438,58.3265380859375,691.4500122070312,119.69999694824219,67.56666564941406,236.0,59.04108810424805,661.1500244140625,115.70999908447266,66.33333587646484,230.35000610351562,57.402381896972656,690.0,118.0,67.33333587646484,233.0,58.69334030151367,3578403,20130390,38184.0,15720795,37101522
2010-03-11,658.9426879882812,98.50463104248047,54.950069427490234,174.48802185058594,40.39989471435547,676.4500122070312,116.63999938964844,65.83333587646484,235.35000610351562,57.9549674987793,688.0,117.625,67.96666717529297,239.1999969482422,58.59330368041992,672.9500122070312,115.41999816894531,65.46666717529297,232.4499969482422,57.39285659790039,684.0,116.80000305175781,66.66666412353516,234.25,58.3074836730957,1656121,13565540,32709.0,24579245,35099332
2010-03-12,659.2349243164062,99.55183410644531,54.365779876708984,173.6353759765625,40.3500862121582,676.75,117.87999725341797,65.13333129882812,234.1999969482422,57.883514404296875,681.4000244140625,118.9800033569336,66.66666412353516,238.0,58.488502502441406,672.0,115.82499694824219,64.80000305175781,232.8000030517578,57.51194763183594,679.0,116.63999938964844,65.83333587646484,236.0,58.11693572998047,1282875,24127970,38805.0,15296590,42020594
2010-03-15,659.8192749023438,99.63206481933594,54.1988525390625,170.41030883789062,40.5161247253418,677.3499755859375,117.9749984741211,64.93333435058594,229.85000610351562,58.12169647216797,683.5499877929688,118.87000274658203,65.93333435058594,236.89999389648438,58.774322509765625,670.9000244140625,115.7699966430664,63.733333587646484,229.14999389648438,57.55958557128906,674.0,117.69999694824219,63.733333587646484,236.89999389648438,57.65962219238281,973461,14722130,19800.0,18588095,35664147
2010-03-16,676.6228637695312,101.25775146484375,54.282318115234375,175.22938537597656,41.65513229370117,694.5999755859375,119.9000015258789,65.03333282470703,236.35000610351562,59.75564193725586,696.25,120.23999786376953,65.86666870117188,237.1999969482422,60.11768341064453,675.8499755859375,117.9749984741211,64.0,227.6999969482422,57.9502067565918,680.0,118.0,64.06666564941406,230.0,58.20268249511719,1515457,19888080,35830.0,21860550,46839187
2010-03-17,680.27587890625,103.17903900146484,54.31013488769531,177.67601013183594,41.980560302734375,698.3499755859375,122.17500305175781,65.06666564941406,239.64999389648438,60.22248458862305,705.0,122.69999694824219,67.33333587646484,242.6999969482422,61.30860137939453,693.2000122070312,120.51000213623047,63.400001525878906,237.0,51.06668472290039,700.0,121.5,65.66666412353516,238.0,51.06668472290039,1935085,17223430,77250.0,31987255,60062999
2010-03-18,681.2012939453125,105.48880004882812,58.511390686035156,181.49420166015625,42.45210266113281,699.2999877929688,124.91000366210938,70.0999984741211,244.8000030517578,60.89892578125,702.9000244140625,125.19999694824219,73.66666412353516,245.6999969482422,61.132347106933594,693.5,121.80000305175781,66.36666870117188,241.0,60.03193664550781,695.0,122.49500274658203,66.36666870117188,241.0,60.498775482177734,1358252,18180470,1452801.0,28455480,42724073
2010-03-19,675.0643310546875,104.92296600341797,59.290428161621094,183.3477325439453,42.787498474121094,693.0,124.23999786376953,71.03333282470703,247.3000030517578,61.38005828857422,704.9000244140625,125.4000015258789,71.66666412353516,248.6999969482422,61.499149322509766,690.1500244140625,123.5,69.0,243.5,60.62739562988281,699.2999877929688,124.99500274658203,70.96666717529297,248.0,61.02278137207031,1598284,13023340,306234.0,25421110,36154030
2010-03-22,667.07666015625,104.0573501586914,57.31501007080078,177.49066162109375,41.77799606323242,684.7999877929688,123.21499633789062,68.66666412353516,239.39999389648438,59.9318962097168,697.8499755859375,124.5,70.30000305175781,245.1999969482422,61.32765579223633,665.0,122.0,66.0,238.64999389648438,59.70323944091797,675.0,123.20999908447266,70.30000305175781,244.4499969482422,60.608341217041016,1650309,10799590,69124.0,21960390,40374830
2010-03-23,685.34130859375,107.0215835571289,57.31501007080078,179.52951049804688,42.36909103393555,703.5499877929688,126.7249984741211,68.66666412353516,242.14999389648438,60.77983474731445,707.0,127.1500015258789,70.43333435058594,244.0,60.99896240234375,688.0999755859375,123.80000305175781,68.0,239.6999969482422,59.8890266418457,689.8499755859375,123.80000305175781,68.96666717529297,241.0,60.212955474853516,3044617,24567900,39642.0,20503800,39673429
2010-03-25,692.6471557617188,108.09412384033203,57.398468017578125,180.04847717285156,42.38569259643555,711.0499877929688,127.99500274658203,68.76666259765625,242.85000610351562,60.803653717041016,714.0,129.0,70.0,243.89999389648438,61.060890197753906,703.0,126.19999694824219,66.69999694824219,239.0,59.50316619873047,703.7000122070312,126.4000015258789,67.33333587646484,241.64999389648438,60.68932342529297,3415691,15701090,52963.0,23202675,44968051
2010-03-26,698.7354125976562,108.4657211303711,56.31338119506836,180.93817138671875,42.77754592895508,717.2999877929688,128.43499755859375,67.46666717529297,244.0500030517578,61.36576843261719,724.5,130.0,70.33333587646484,246.4499969482422,61.927879333496094,711.0,125.56500244140625,66.80000305175781,243.10000610351562,60.62263107299805,711.0,129.77000427246094,68.80000305175781,244.5,60.97514343261719,2133894,10314650,90453.0,12112825,38550348
2010-03-29,698.0046997070312,106.31221008300781,55.784759521484375,180.34503173828125,42.74100875854492,716.5499877929688,125.88500213623047,66.83333587646484,243.25,61.3133659362793,729.7000122070312,130.0,68.66666412353516,246.8000030517578,62.00886535644531,712.1500244140625,125.51000213623047,66.19999694824219,234.5500030517578,60.63216018676758,729.7000122070312,129.0,67.06666564941406,243.89999389648438,60.95608901977539,1571069,9836550,111069.0,13118305,26806599
2010-03-30,692.4522705078125,104.67805480957031,55.47869873046875,181.04937744140625,42.15656280517578,710.8499755859375,123.94999694824219,66.46666717529297,244.1999969482422,60.47495651245117,724.2999877929688,127.5,69.0,246.75,61.927879333496094,707.25,123.44000244140625,66.23332977294922,243.3000030517578,60.22248458862305,719.0,126.5,67.69999694824219,246.0,61.45151138305664,1291445,9066510,173811.0,13345465,31669916
2010-03-31,684.9028930664062,104.28113555908203,55.7012825012207,187.24005126953125,41.97724533081055,703.0999755859375,123.4800033569336,66.73332977294922,252.5500030517578,60.21772003173828,716.5,125.38999938964844,68.0,254.0,60.937034606933594,694.25,122.12000274658203,66.0,243.75,59.650840759277344,695.5499877929688,124.5,66.0,246.5,60.498775482177734,2101298,12721260,119146.0,36095310,41394419
2010-04-01,691.3321533203125,105.61970520019531,57.23154067993164,186.9064483642578,43.315494537353516,709.7000122070312,125.06500244140625,68.56666564941406,252.10000610351562,62.137481689453125,714.4000244140625,125.9000015258789,68.93333435058594,256.0,62.30897521972656,705.0499877929688,123.4000015258789,67.53333282470703,249.5500030517578,60.51782989501953,709.0,124.5,67.53333282470703,254.35000610351562,60.594051361083984,1811857,14744640,83629.0,27528020,44671662
2010-04-05,697.6639404296875,108.1870346069336,60.09728240966797,188.5004425048828,45.06219482421875,716.2000122070312,128.10499572753906,72.0,254.25,64.64318084716797,718.9000244140625,128.88999938964844,73.63333129882812,255.9499969482422,64.76703643798828,708.9500122070312,125.51499938964844,68.0,252.35000610351562,62.42330551147461,715.0,125.98999786376953,68.0,254.0,62.42330551147461,1804398,14799100,428826.0,17367050,63183830
2010-04-06,697.3229370117188,107.58741760253906,59.93035888671875,190.27978515625,45.66656494140625,715.8499755859375,127.3949966430664,71.80000305175781,256.6499938964844,65.51016998291016,721.8499755859375,129.0,73.26666259765625,258.45001220703125,66.2056655883789,712.1500244140625,126.5,71.53333282470703,251.60000610351562,64.11917877197266,718.0,128.5,72.33333587646484,256.0,64.92900085449219,1285032,7924020,83694.0,21083945,61411294
